invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I273161,C230629,Male,57,Shoes,3,1800.51,Credit Card,22/08/2021,Cevahir AVM
I793918,C229398,Female,36,Technology,3,3150,Cash,16/05/2021,Kanyon
I227808,C264406,Male,59,Food & Beverage,5,26.15,Cash,20/09/2022,Viaport Outlet
I331456,C208164,Male,32,Shoes,5,3000.85,Debit Card,18/02/2023,Istinye Park
I207428,C107425,Female,49,Toys,5,179.2,Cash,4/1/2021,Kanyon
I338893,C214369,Male,31,Shoes,5,3000.85,Credit Card,14/02/2021,Mall of Istanbul
I233479,C308163,Female,63,Toys,5,179.2,Cash,21/12/2022,Forum Istanbul
I125870,C263781,Male,53,Food & Beverage,1,5.23,Cash,22/10/2022,Emaar Square Mall
I933029,C162067,Male,26,Shoes,1,600.17,Cash,12/6/2022,Kanyon
I193805,C185089,Female,37,Clothing,2,600.16,Credit Card,28/10/2021,Mall of Istanbul
I263355,C951659,Male,41,Toys,2,71.68,Credit Card,28/09/2021,Metrocity
I343481,C337234,Male,30,Food & Beverage,1,5.23,Credit Card,11/11/2022,Metropol AVM
I154180,C274375,Male,38,Clothing,3,900.24,Credit Card,25/03/2022,Emaar Square Mall
I568146,C872467,Male,51,Clothing,4,1200.32,Credit Card,9/1/2022,Viaport Outlet
I331843,C114926,Male,31,Cosmetics,5,203.3,Credit Card,24/07/2021,Istinye Park
I270773,C100885,Female,40,Food & Beverage,4,20.92,Cash,8/2/2022,Metropol AVM
I172188,C162690,Male,42,Clothing,3,900.24,Credit Card,2/12/2022,Metropol AVM
I503012,C247239,Female,45,Toys,4,143.36,Cash,6/11/2021,Kanyon
I337752,C656385,Female,21,Cosmetics,3,121.98,Cash,23/11/2022,Mall of Istanbul
I281892,C612958,Male,56,Food & Beverage,3,15.69,Credit Card,26/04/2022,Metrocity
I367714,C133233,Male,54,Clothing,5,1500.4,Cash,1/11/2021,Istinye Park
I139953,C133104,Female,63,Clothing,3,900.24,Cash,6/4/2022,Istinye Park
I281667,C117270,Female,47,Shoes,4,2400.68,Cash,6/5/2022,Emaar Square Mall
I267767,C561451,Female,21,Books,3,45.45,Debit Card,18/01/2022,Mall of Istanbul
I180439,C279748,Male,32,Cosmetics,3,121.98,Debit Card,13/07/2021,Kanyon
I171547,C701528,Female,67,Cosmetics,1,40.66,Cash,23/03/2022,Metropol AVM
I307530,C276940,Female,60,Books,3,45.45,Debit Card,9/12/2021,Kanyon
I277648,C199886,Female,28,Cosmetics,4,162.64,Cash,5/3/2022,Metrocity
I311441,C243029,Male,26,Clothing,5,1500.4,Cash,6/12/2021,Istinye Park
I289274,C175770,Male,64,Clothing,3,900.24,Credit Card,11/1/2022,Mall of Istanbul
I182870,C242904,Male,49,Cosmetics,1,40.66,Cash,31/12/2022,Kanyon
I168863,C174485,Female,39,Clothing,3,900.24,Debit Card,19/10/2022,Cevahir AVM
I247853,C179628,Male,53,Souvenir,5,58.65,Debit Card,16/10/2021,Metrocity
I135641,C328493,Male,48,Technology,5,5250,Debit Card,15/12/2022,Cevahir AVM
I106566,C158009,Male,69,Toys,5,179.2,Cash,18/10/2022,Kanyon
I707837,C267046,Female,51,Shoes,1,600.17,Credit Card,30/10/2021,Cevahir AVM
I224609,C815594,Male,27,Cosmetics,2,81.32,Credit Card,2/12/2022,Cevahir AVM
I252973,C305586,Female,42,Cosmetics,4,162.64,Credit Card,4/11/2021,Metropol AVM
I112746,C308714,Female,24,Cosmetics,3,121.98,Cash,30/06/2021,Metrocity
I107575,C273874,Female,54,Shoes,3,1800.51,Cash,12/2/2022,Kanyon
I465702,C264536,Female,29,Books,4,60.6,Cash,15/04/2021,Emaar Square Mall
I116445,C121607,Male,45,Clothing,3,900.24,Cash,20/11/2021,Mall of Istanbul
I307227,C122488,Male,18,Shoes,2,1200.34,Credit Card,26/06/2022,Forum Istanbul
I266768,C127299,Female,66,Clothing,4,1200.32,Credit Card,9/6/2022,Zorlu Center
I806117,C350549,Male,68,Toys,2,71.68,Cash,31/08/2021,Metrocity
I974701,C235717,Female,46,Food & Beverage,1,5.23,Credit Card,12/8/2022,Metrocity
I844761,C336233,Male,28,Toys,3,107.52,Credit Card,6/1/2023,Mall of Istanbul
I755973,C266116,Female,62,Food & Beverage,4,20.92,Cash,1/10/2022,Kanyon
I273798,C197803,Male,49,Shoes,2,1200.34,Cash,4/11/2022,Mall of Istanbul
I744963,C174247,Male,51,Shoes,5,3000.85,Credit Card,25/09/2021,Istinye Park
I172524,C803975,Female,65,Shoes,5,3000.85,Cash,12/5/2021,Mall of Istanbul
I144716,C329483,Female,32,Books,3,45.45,Credit Card,29/12/2021,Kanyon
I778069,C336579,Female,67,Shoes,3,1800.51,Cash,28/10/2021,Metropol AVM
I312451,C184401,Female,41,Clothing,4,1200.32,Cash,29/01/2021,Istinye Park
I987501,C115243,Female,36,Shoes,1,600.17,Debit Card,24/07/2021,Zorlu Center
I334976,C332644,Male,26,Toys,2,71.68,Credit Card,15/01/2021,Mall of Istanbul
I326191,C405891,Male,32,Cosmetics,2,81.32,Cash,17/01/2022,Zorlu Center
I302090,C114466,Male,51,Shoes,5,3000.85,Cash,14/10/2022,Metrocity
I329525,C231589,Male,40,Shoes,1,600.17,Debit Card,25/09/2021,Kanyon
I129458,C149981,Female,60,Clothing,4,1200.32,Credit Card,7/1/2023,Kanyon
I120912,C138928,Female,37,Clothing,1,300.08,Cash,26/04/2021,Cevahir AVM
I194780,C845574,Female,47,Clothing,3,900.24,Cash,22/06/2021,Cevahir AVM
I268221,C135124,Male,42,Technology,4,4200,Cash,31/12/2021,Metrocity
I667822,C171907,Male,58,Clothing,5,1500.4,Credit Card,29/11/2022,Mall of Istanbul
I274088,C316630,Female,39,Clothing,3,900.24,Cash,29/12/2021,Cevahir AVM
I262104,C240145,Female,55,Cosmetics,4,162.64,Debit Card,24/06/2021,Zorlu Center
I266168,C317131,Male,38,Clothing,2,600.16,Credit Card,14/01/2022,Metropol AVM
I298375,C210302,Female,24,Food & Beverage,2,10.46,Credit Card,1/1/2021,Kanyon
I223096,C329731,Male,43,Cosmetics,3,121.98,Debit Card,1/1/2021,Kanyon
I184920,C181205,Male,22,Food & Beverage,3,15.69,Cash,19/03/2022,Mall of Istanbul
I729427,C106439,Male,65,Cosmetics,3,121.98,Cash,19/02/2021,Mall of Istanbul
I212359,C207486,Female,35,Shoes,3,1800.51,Cash,28/02/2021,Forum Istanbul
I268518,C222640,Male,37,Shoes,5,3000.85,Cash,16/02/2022,Istinye Park
I120876,C684430,Female,51,Shoes,2,1200.34,Credit Card,28/05/2021,Istinye Park
I202855,C541204,Female,39,Toys,4,143.36,Credit Card,18/10/2021,Forum Istanbul
I214097,C108553,Male,30,Cosmetics,4,162.64,Cash,4/1/2022,Metropol AVM
I734826,C190910,Male,20,Toys,3,107.52,Debit Card,8/10/2021,Zorlu Center
I180691,C100828,Male,63,Clothing,1,300.08,Credit Card,22/01/2023,Zorlu Center
I663683,C985058,Male,29,Shoes,5,3000.85,Cash,27/04/2022,Metropol AVM
I832125,C260980,Female,69,Cosmetics,4,162.64,Credit Card,4/2/2023,Viaport Outlet
I930227,C961465,Female,34,Clothing,3,900.24,Cash,19/02/2023,Istinye Park
I300341,C945451,Female,56,Clothing,5,1500.4,Credit Card,16/07/2021,Mall of Istanbul
I261602,C304722,Female,44,Technology,2,2100,Debit Card,24/10/2021,Kanyon
I116336,C303065,Male,35,Clothing,2,600.16,Debit Card,30/08/2022,Mall of Istanbul
I445784,C296166,Female,37,Clothing,3,900.24,Cash,16/06/2021,Kanyon
I230638,C233072,Female,48,Clothing,3,900.24,Cash,30/01/2021,Istinye Park
I693801,C262209,Female,18,Clothing,2,600.16,Cash,30/01/2021,Kanyon
I308022,C394764,Male,18,Clothing,1,300.08,Debit Card,19/02/2021,Metrocity
I197462,C100496,Male,53,Shoes,2,1200.34,Cash,6/6/2022,Kanyon
I352891,C162936,Male,20,Souvenir,5,58.65,Debit Card,12/8/2021,Emaar Square Mall
I261802,C285592,Female,35,Food & Beverage,2,10.46,Credit Card,31/07/2021,Metrocity
I271300,C288934,Female,64,Clothing,5,1500.4,Debit Card,20/02/2022,Zorlu Center
I152854,C311903,Male,62,Clothing,5,1500.4,Cash,15/12/2022,Metropol AVM
I168180,C222012,Female,56,Toys,2,71.68,Cash,4/9/2021,Metrocity
I248909,C257667,Male,29,Toys,2,71.68,Cash,4/11/2021,Zorlu Center
I129742,C167890,Male,18,Shoes,1,600.17,Cash,23/10/2022,Metrocity
I201399,C274753,Female,52,Toys,3,107.52,Credit Card,9/2/2021,Forum Istanbul
I808736,C327640,Female,40,Clothing,4,1200.32,Cash,20/01/2021,Mall of Istanbul
I230095,C144638,Female,60,Technology,3,3150,Cash,16/06/2022,Metropol AVM
I121860,C168603,Male,36,Clothing,4,1200.32,Credit Card,26/03/2021,Kanyon
I309182,C246545,Female,58,Clothing,5,1500.4,Debit Card,6/11/2021,Metrocity
I226526,C730873,Male,49,Souvenir,1,11.73,Debit Card,15/02/2022,Istinye Park
I334075,C338832,Male,51,Clothing,2,600.16,Debit Card,31/03/2022,Cevahir AVM
I761866,C226928,Female,20,Clothing,1,300.08,Debit Card,28/11/2021,Istinye Park
I152376,C248887,Female,59,Food & Beverage,4,20.92,Credit Card,5/11/2022,Metropol AVM
I416703,C272662,Male,55,Cosmetics,2,81.32,Credit Card,28/01/2023,Mall of Istanbul
I267557,C699675,Female,35,Shoes,3,1800.51,Debit Card,19/10/2021,Mall of Istanbul
I289855,C133983,Male,62,Books,2,30.3,Cash,8/2/2021,Metropol AVM
I133996,C103218,Male,46,Shoes,1,600.17,Cash,3/9/2022,Cevahir AVM
I107160,C184535,Female,33,Clothing,2,600.16,Cash,12/3/2022,Kanyon
I808865,C134166,Male,35,Clothing,5,1500.4,Credit Card,20/10/2022,Cevahir AVM
I265183,C269977,Male,36,Food & Beverage,5,26.15,Credit Card,15/12/2021,Mall of Istanbul
I286684,C181804,Female,62,Clothing,3,900.24,Cash,1/3/2022,Mall of Istanbul
I244309,C333606,Female,24,Clothing,3,900.24,Cash,18/04/2021,Cevahir AVM
I299463,C715633,Female,65,Clothing,1,300.08,Cash,21/04/2021,Mall of Istanbul
I193403,C147670,Female,49,Clothing,3,900.24,Cash,24/11/2021,Forum Istanbul
I177327,C296052,Female,67,Books,5,75.75,Credit Card,16/10/2021,Metropol AVM
I240213,C674191,Female,66,Clothing,5,1500.4,Debit Card,30/11/2021,Kanyon
I212588,C200525,Male,20,Books,2,30.3,Cash,20/06/2021,Istinye Park
I140018,C837571,Female,60,Clothing,2,600.16,Debit Card,26/06/2022,Zorlu Center
I192351,C326518,Male,68,Technology,5,5250,Credit Card,22/12/2021,Metropol AVM
I181236,C453474,Female,62,Toys,3,107.52,Debit Card,17/01/2022,Metrocity
I249176,C444555,Male,41,Clothing,3,900.24,Debit Card,3/2/2023,Forum Istanbul
I176084,C208952,Male,32,Clothing,3,900.24,Cash,1/10/2022,Istinye Park
I128313,C769161,Female,29,Cosmetics,4,162.64,Cash,23/03/2021,Metrocity
I243939,C172186,Male,45,Cosmetics,3,121.98,Cash,3/5/2022,Metropol AVM
I230645,C501533,Male,28,Food & Beverage,4,20.92,Cash,3/4/2022,Mall of Istanbul
I193530,C145041,Male,52,Toys,4,143.36,Credit Card,25/08/2022,Forum Istanbul
I154630,C116649,Female,68,Clothing,4,1200.32,Cash,6/11/2021,Mall of Istanbul
I375681,C238572,Male,27,Cosmetics,1,40.66,Credit Card,2/1/2021,Kanyon
I122225,C209081,Female,28,Clothing,5,1500.4,Credit Card,31/01/2023,Zorlu Center
I100527,C274542,Male,54,Clothing,1,300.08,Cash,26/06/2022,Metrocity
I297628,C912059,Male,20,Food & Beverage,5,26.15,Credit Card,16/01/2023,Mall of Istanbul
I109794,C851405,Female,36,Cosmetics,5,203.3,Credit Card,12/7/2021,Kanyon
I226006,C840233,Female,54,Cosmetics,1,40.66,Debit Card,11/5/2022,Istinye Park
I114195,C237229,Male,55,Clothing,2,600.16,Debit Card,29/01/2023,Istinye Park
I296812,C325092,Female,44,Clothing,3,900.24,Debit Card,2/6/2022,Zorlu Center
I207633,C273191,Female,67,Souvenir,2,23.46,Cash,17/07/2022,Istinye Park
I285496,C171629,Female,37,Shoes,1,600.17,Credit Card,12/6/2021,Mall of Istanbul
I292025,C908232,Female,49,Toys,1,35.84,Cash,14/01/2022,Viaport Outlet
I317026,C664058,Male,68,Books,5,75.75,Cash,3/5/2022,Cevahir AVM
I285485,C292818,Male,29,Shoes,1,600.17,Cash,5/3/2023,Metropol AVM
I824898,C291100,Female,65,Cosmetics,2,81.32,Credit Card,2/2/2022,Mall of Istanbul
I129223,C929238,Male,25,Clothing,1,300.08,Cash,16/05/2021,Mall of Istanbul
I175520,C475694,Male,40,Clothing,1,300.08,Credit Card,13/09/2021,Metrocity
I254327,C190367,Female,68,Food & Beverage,4,20.92,Cash,20/08/2022,Kanyon
I156342,C144368,Female,63,Clothing,1,300.08,Debit Card,20/07/2021,Metropol AVM
I310657,C189769,Male,60,Clothing,1,300.08,Debit Card,6/11/2021,Kanyon
I284817,C106643,Female,52,Shoes,5,3000.85,Credit Card,12/3/2022,Zorlu Center
I623222,C100720,Female,52,Clothing,3,900.24,Credit Card,7/3/2023,Mall of Istanbul
I324009,C289485,Female,42,Books,4,60.6,Cash,7/3/2021,Mall of Istanbul
I120553,C209352,Male,49,Clothing,5,1500.4,Cash,30/05/2021,Istinye Park
I180894,C263977,Female,43,Clothing,1,300.08,Cash,6/5/2022,Zorlu Center
I252172,C307620,Female,50,Toys,1,35.84,Credit Card,26/01/2023,Metropol AVM
I124615,C137874,Female,37,Food & Beverage,1,5.23,Debit Card,7/11/2022,Metrocity
I332972,C301223,Female,47,Shoes,1,600.17,Cash,25/04/2022,Mall of Istanbul
I140873,C259269,Male,58,Toys,1,35.84,Credit Card,23/11/2021,Metrocity
I860703,C238958,Female,68,Books,4,60.6,Credit Card,27/02/2022,Emaar Square Mall
I184134,C194884,Female,58,Clothing,5,1500.4,Credit Card,26/04/2022,Viaport Outlet
I649606,C212675,Female,32,Food & Beverage,1,5.23,Debit Card,27/03/2021,Kanyon
I273806,C175930,Male,58,Clothing,4,1200.32,Cash,23/11/2022,Mall of Istanbul
I155095,C244310,Female,24,Shoes,4,2400.68,Credit Card,21/03/2021,Kanyon
I189033,C330133,Male,64,Books,5,75.75,Debit Card,7/11/2022,Metrocity
I338906,C263275,Female,19,Toys,3,107.52,Credit Card,30/12/2021,Zorlu Center
I240140,C328107,Female,64,Souvenir,4,46.92,Credit Card,1/4/2022,Mall of Istanbul
I249295,C324061,Female,51,Souvenir,2,23.46,Debit Card,14/10/2022,Kanyon
I834799,C624705,Female,37,Clothing,1,300.08,Cash,25/02/2021,Mall of Istanbul
I314587,C190092,Male,23,Cosmetics,5,203.3,Cash,25/01/2023,Mall of Istanbul
I658447,C148988,Male,38,Technology,2,2100,Debit Card,15/07/2022,Emaar Square Mall
I229045,C194328,Male,58,Food & Beverage,5,26.15,Cash,7/12/2021,Mall of Istanbul
I906132,C221938,Male,67,Souvenir,2,23.46,Cash,10/10/2022,Metropol AVM
I217683,C106174,Male,49,Clothing,2,600.16,Credit Card,11/12/2021,Istinye Park
I114941,C985731,Female,46,Food & Beverage,1,5.23,Debit Card,14/02/2023,Istinye Park
I279697,C318216,Male,47,Clothing,1,300.08,Cash,20/01/2023,Kanyon
I585607,C190188,Male,69,Toys,3,107.52,Cash,26/11/2021,Metrocity
I306120,C294603,Female,42,Clothing,3,900.24,Cash,8/11/2022,Mall of Istanbul
I269301,C128958,Female,47,Toys,2,71.68,Cash,5/11/2022,Istinye Park
I722251,C196675,Male,58,Cosmetics,1,40.66,Debit Card,29/10/2022,Mall of Istanbul
I244070,C864618,Female,34,Toys,1,35.84,Credit Card,27/02/2023,Forum Istanbul
I327674,C153751,Female,41,Food & Beverage,3,15.69,Credit Card,5/5/2021,Metropol AVM
I102589,C770363,Male,44,Clothing,3,900.24,Debit Card,27/10/2022,Cevahir AVM
I589171,C232432,Female,66,Clothing,5,1500.4,Cash,17/02/2022,Mall of Istanbul
I244736,C157406,Male,53,Clothing,4,1200.32,Debit Card,21/01/2022,Kanyon
I196940,C758709,Female,38,Cosmetics,2,81.32,Cash,22/01/2023,Kanyon
I228063,C298268,Female,56,Books,4,60.6,Cash,22/01/2021,Kanyon
I211570,C372503,Female,20,Food & Beverage,4,20.92,Credit Card,14/12/2021,Metrocity
I302035,C178968,Male,21,Toys,3,107.52,Cash,13/07/2022,Kanyon
I287877,C877871,Female,22,Cosmetics,1,40.66,Cash,11/4/2021,Metropol AVM
I886882,C383420,Male,19,Food & Beverage,3,15.69,Cash,12/9/2021,Forum Istanbul
I162287,C789556,Female,19,Shoes,5,3000.85,Credit Card,24/04/2022,Mall of Istanbul
I283904,C230985,Male,45,Clothing,5,1500.4,Debit Card,28/06/2021,Metropol AVM
I158717,C328116,Female,42,Clothing,3,900.24,Cash,13/10/2021,Mall of Istanbul
I983880,C262432,Female,38,Clothing,1,300.08,Credit Card,15/11/2022,Kanyon
I499153,C208471,Female,68,Clothing,4,1200.32,Credit Card,10/5/2021,Emaar Square Mall
I579494,C194753,Male,22,Cosmetics,5,203.3,Cash,12/4/2021,Emaar Square Mall
I333362,C246272,Male,20,Books,5,75.75,Debit Card,21/04/2022,Istinye Park
I216950,C188428,Female,31,Clothing,4,1200.32,Cash,9/7/2021,Mall of Istanbul
I156148,C117481,Female,26,Technology,2,2100,Cash,12/7/2022,Viaport Outlet
I240218,C623098,Male,66,Cosmetics,4,162.64,Cash,24/05/2021,Emaar Square Mall
I548818,C309902,Male,26,Souvenir,5,58.65,Credit Card,13/02/2022,Emaar Square Mall
I116315,C280916,Female,44,Clothing,4,1200.32,Debit Card,26/03/2021,Mall of Istanbul
I102845,C175442,Female,41,Souvenir,4,46.92,Cash,5/3/2023,Metrocity
I301951,C227787,Female,26,Cosmetics,2,81.32,Credit Card,14/11/2021,Metrocity
I308014,C452094,Female,47,Clothing,3,900.24,Cash,1/2/2023,Mall of Istanbul
I247800,C305633,Female,22,Clothing,3,900.24,Cash,18/11/2022,Zorlu Center
I169489,C275803,Female,22,Clothing,1,300.08,Cash,10/1/2022,Istinye Park
I214114,C316829,Male,60,Clothing,5,1500.4,Cash,6/5/2022,Mall of Istanbul
I261106,C927315,Male,62,Food & Beverage,4,20.92,Credit Card,29/03/2021,Istinye Park
I326171,C183222,Female,45,Technology,4,4200,Debit Card,30/10/2021,Metrocity
I414602,C207331,Female,26,Toys,5,179.2,Cash,9/12/2021,Mall of Istanbul
I312815,C268545,Female,50,Clothing,5,1500.4,Cash,27/05/2022,Mall of Istanbul
I230004,C316807,Female,61,Clothing,3,900.24,Debit Card,25/08/2021,Mall of Istanbul
I122501,C581333,Female,20,Shoes,4,2400.68,Cash,14/12/2021,Forum Istanbul
I585668,C406706,Male,44,Clothing,3,900.24,Cash,15/12/2022,Mall of Istanbul
I243751,C172062,Female,40,Souvenir,1,11.73,Cash,28/04/2021,Viaport Outlet
I475013,C330278,Female,65,Souvenir,4,46.92,Credit Card,24/03/2021,Metropol AVM
I911007,C108625,Male,59,Toys,5,179.2,Cash,8/9/2021,Istinye Park
I216957,C264757,Female,23,Clothing,4,1200.32,Cash,9/8/2021,Mall of Istanbul
I822719,C238623,Male,19,Clothing,1,300.08,Credit Card,25/12/2022,Mall of Istanbul
I306566,C301332,Female,20,Food & Beverage,1,5.23,Cash,4/1/2021,Mall of Istanbul
I284812,C258918,Female,24,Shoes,1,600.17,Cash,6/12/2022,Metrocity
I235134,C328607,Female,54,Clothing,5,1500.4,Credit Card,17/11/2022,Kanyon
I171827,C322224,Male,20,Cosmetics,5,203.3,Credit Card,31/01/2021,Kanyon
I246848,C221960,Female,51,Toys,4,143.36,Cash,2/11/2022,Mall of Istanbul
I216020,C138696,Male,35,Food & Beverage,5,26.15,Debit Card,21/03/2022,Metrocity
I190858,C115173,Male,69,Clothing,1,300.08,Debit Card,20/08/2022,Metropol AVM
I872564,C618619,Male,57,Shoes,1,600.17,Cash,5/2/2023,Zorlu Center
I184740,C549078,Female,65,Clothing,5,1500.4,Cash,3/5/2022,Metrocity
I270534,C308379,Female,43,Clothing,5,1500.4,Credit Card,10/10/2022,Kanyon
I185448,C251606,Female,46,Food & Beverage,5,26.15,Cash,25/09/2022,Istinye Park
I305571,C221620,Female,62,Food & Beverage,4,20.92,Cash,26/10/2022,Cevahir AVM
I985838,C146791,Female,48,Clothing,4,1200.32,Cash,11/7/2022,Istinye Park
I303727,C339749,Male,35,Shoes,3,1800.51,Cash,11/9/2021,Kanyon
I215008,C154755,Male,69,Souvenir,5,58.65,Cash,16/11/2021,Metrocity
I310363,C204044,Male,66,Food & Beverage,5,26.15,Cash,8/10/2022,Istinye Park
I861524,C881412,Female,41,Clothing,1,300.08,Credit Card,27/03/2021,Mall of Istanbul
I142206,C155460,Male,66,Toys,3,107.52,Cash,12/11/2021,Kanyon
I266099,C214425,Female,29,Clothing,4,1200.32,Debit Card,14/04/2022,Viaport Outlet
I182758,C106160,Female,29,Cosmetics,5,203.3,Cash,19/06/2021,Forum Istanbul
I842448,C762802,Male,35,Technology,1,1050,Credit Card,27/07/2022,Forum Istanbul
I312147,C211934,Female,21,Clothing,1,300.08,Cash,19/05/2021,Forum Istanbul
I306387,C722974,Male,56,Clothing,5,1500.4,Cash,22/01/2021,Metrocity
I107067,C151576,Female,27,Toys,1,35.84,Cash,9/2/2022,Cevahir AVM
I259025,C237456,Male,27,Clothing,2,600.16,Credit Card,4/7/2022,Forum Istanbul
I242288,C204479,Female,57,Cosmetics,3,121.98,Cash,3/9/2022,Mall of Istanbul
I272500,C952028,Female,24,Clothing,5,1500.4,Cash,6/2/2023,Metropol AVM
I153488,C124902,Male,64,Toys,1,35.84,Cash,16/01/2021,Kanyon
I946064,C263274,Female,42,Cosmetics,5,203.3,Debit Card,20/06/2021,Zorlu Center
I190770,C189809,Female,34,Food & Beverage,2,10.46,Cash,28/01/2021,Mall of Istanbul
I212733,C579846,Female,19,Clothing,4,1200.32,Credit Card,16/04/2022,Metrocity
I221747,C258297,Female,59,Cosmetics,5,203.3,Credit Card,7/11/2021,Kanyon
I283404,C298710,Female,31,Clothing,3,900.24,Cash,19/10/2022,Emaar Square Mall
I713801,C292123,Female,25,Clothing,1,300.08,Credit Card,27/11/2022,Metropol AVM
I159812,C213476,Female,33,Clothing,4,1200.32,Cash,25/09/2022,Istinye Park
I315451,C114704,Male,27,Cosmetics,2,81.32,Cash,13/04/2021,Mall of Istanbul
I252539,C103651,Female,68,Technology,1,1050,Debit Card,19/01/2023,Metrocity
I475859,C248263,Male,46,Shoes,3,1800.51,Credit Card,24/11/2021,Kanyon
I711875,C487747,Female,39,Cosmetics,4,162.64,Cash,7/2/2023,Forum Istanbul
I939070,C126669,Male,53,Clothing,1,300.08,Debit Card,27/06/2021,Metrocity
I142662,C277812,Male,19,Clothing,3,900.24,Credit Card,11/10/2021,Cevahir AVM
I327770,C358793,Female,55,Cosmetics,2,81.32,Credit Card,15/07/2022,Kanyon
I337895,C122501,Female,33,Cosmetics,3,121.98,Cash,12/2/2023,Kanyon
I707283,C270143,Female,55,Clothing,4,1200.32,Credit Card,27/09/2021,Kanyon
I127477,C207196,Female,67,Clothing,4,1200.32,Debit Card,19/05/2022,Zorlu Center
I176516,C477657,Female,69,Books,4,60.6,Cash,28/07/2021,Metrocity
I146391,C798183,Female,27,Clothing,3,900.24,Cash,25/07/2022,Cevahir AVM
I182613,C276847,Female,54,Cosmetics,3,121.98,Credit Card,18/01/2022,Kanyon
I248014,C781598,Male,26,Clothing,4,1200.32,Credit Card,7/2/2021,Metrocity
I142143,C241769,Female,34,Technology,4,4200,Credit Card,9/9/2021,Emaar Square Mall
I134066,C273883,Male,32,Technology,4,4200,Cash,28/03/2021,Mall of Istanbul
I274981,C329966,Male,30,Technology,4,4200,Cash,3/4/2022,Istinye Park
I306851,C108589,Female,30,Cosmetics,5,203.3,Cash,3/7/2022,Mall of Istanbul
I215533,C697164,Female,65,Clothing,5,1500.4,Cash,11/8/2021,Metrocity
I301051,C248400,Female,60,Technology,5,5250,Cash,26/06/2022,Metropol AVM
I204201,C640347,Female,44,Shoes,4,2400.68,Cash,5/12/2022,Metrocity
I323374,C123131,Female,27,Toys,3,107.52,Credit Card,4/9/2022,Metropol AVM
I317412,C262609,Male,31,Clothing,4,1200.32,Cash,14/08/2021,Metropol AVM
I260332,C237342,Female,57,Food & Beverage,4,20.92,Credit Card,23/09/2022,Metrocity
I178834,C188293,Male,31,Souvenir,1,11.73,Credit Card,23/07/2021,Emaar Square Mall
I447422,C465460,Male,63,Clothing,2,600.16,Credit Card,18/10/2022,Metrocity
I149381,C708473,Female,57,Food & Beverage,1,5.23,Debit Card,20/06/2021,Zorlu Center
I133644,C312946,Female,25,Technology,4,4200,Credit Card,20/01/2021,Metropol AVM
I979806,C734916,Male,19,Toys,1,35.84,Credit Card,30/11/2022,Kanyon
I318964,C175099,Female,43,Clothing,4,1200.32,Credit Card,20/02/2023,Emaar Square Mall
I165242,C226002,Female,66,Clothing,4,1200.32,Cash,6/9/2021,Kanyon
I249723,C318595,Female,36,Food & Beverage,2,10.46,Credit Card,6/3/2023,Istinye Park
I287477,C169505,Female,18,Clothing,2,600.16,Credit Card,14/12/2022,Kanyon
I163360,C192282,Male,43,Technology,4,4200,Cash,17/04/2021,Metrocity
I159082,C234796,Male,58,Clothing,2,600.16,Cash,30/08/2022,Istinye Park
I398724,C175850,Female,59,Food & Beverage,1,5.23,Cash,27/06/2022,Zorlu Center
I119030,C273608,Male,23,Cosmetics,2,81.32,Cash,21/07/2021,Mall of Istanbul
I992710,C116239,Female,61,Cosmetics,5,203.3,Debit Card,27/11/2021,Emaar Square Mall
I304751,C256803,Female,54,Clothing,2,600.16,Credit Card,20/08/2021,Forum Istanbul
I236743,C233885,Female,22,Cosmetics,2,81.32,Cash,19/09/2022,Zorlu Center
I199517,C229505,Male,67,Shoes,5,3000.85,Cash,10/1/2021,Metrocity
I276053,C239935,Male,43,Shoes,5,3000.85,Debit Card,24/07/2022,Metropol AVM
I205457,C531137,Male,39,Clothing,1,300.08,Debit Card,3/6/2022,Forum Istanbul
I144059,C624057,Female,42,Clothing,4,1200.32,Credit Card,26/01/2021,Mall of Istanbul
I377578,C112903,Female,36,Shoes,4,2400.68,Credit Card,6/2/2022,Emaar Square Mall
I310433,C210499,Male,30,Food & Beverage,2,10.46,Credit Card,18/01/2023,Mall of Istanbul
I626197,C991359,Male,43,Cosmetics,1,40.66,Credit Card,7/12/2021,Mall of Istanbul
I929015,C444811,Male,38,Cosmetics,1,40.66,Debit Card,14/01/2021,Metropol AVM
I177861,C837058,Male,50,Books,2,30.3,Cash,7/2/2022,Kanyon
I224863,C500300,Female,19,Cosmetics,3,121.98,Cash,10/7/2021,Metrocity
I332803,C138577,Male,67,Cosmetics,3,121.98,Cash,20/07/2021,Cevahir AVM
I616498,C161313,Male,30,Cosmetics,5,203.3,Credit Card,11/9/2021,Viaport Outlet
I228998,C206706,Female,37,Food & Beverage,5,26.15,Credit Card,15/12/2022,Viaport Outlet
I949254,C309485,Female,59,Books,4,60.6,Cash,20/08/2021,Mall of Istanbul
I120252,C679996,Female,45,Clothing,5,1500.4,Cash,20/02/2022,Mall of Istanbul
I290410,C309305,Male,40,Toys,4,143.36,Debit Card,5/1/2023,Metrocity
I120607,C123075,Male,48,Food & Beverage,2,10.46,Cash,31/01/2021,Metrocity
I290043,C329267,Female,18,Cosmetics,1,40.66,Cash,26/10/2021,Mall of Istanbul
I245864,C138915,Female,28,Cosmetics,3,121.98,Cash,7/2/2022,Istinye Park
